knowledge,freq,mean_confidence,confidence_score,job_id,source,best_future_domain,trend_label,trend_score,similarity,future_weight,job_text,review_id,human_valid,human_notes,reviewer_id
software backend development,1,0.75,0.75,in-366ed5fb266e1ee3,LLM,Legacy Web Development,Decline,-0.4,0.39679906,-0.1587196230888367,"May telecommute.
Uphold high standards for code quality, documentation, and platform usability.
Support teammates through design reviews, code reviews, and technical mentorship.
Employer: Uber Technologies, Inc. Job Title: Software Engineer Job Location: San Francisco, California Job Type: Full Time Rate of Pay: $167,000 to $204,000 per year You will be eligible to participate in Uber's bonus program, and may be offered other types of comp.
Position Requires: Software backend development; Programming languages such as Go, Java, C, C + +, or Python; Developing or operating distributed systems; Building monitoring systems; Big data infrastructure tools and software such as Spark, HDFS, or Yarn; Real -time streaming technology such as Apache Flink; Cloud Services such as OCI, AWS, or Azure; Open Source Data Lake technologies such as Apache Iceberg, Apache Hudi, or DeltaLake
More details can be found at the following link https: www.uber.com/careers/benefits . Duties: Develop, test, and deploy high -performance, reliable, and maintainable data ingestion and movement systems to accelerate the availability of data for analytical and operational needs.
Enhance platform performance and scalability through thoughtful design and automation.
Implement robust observability, monitoring, and alerting to ensure system health and operational excellence.
Employer will accept a Bachelor's degree in Computer Science, Engineering (Any), Information Technology, Mathematics, Physics, or related field and 2 years of experience in the job offered or in a related occupation.
Work closely with stakeholders and partner teams to ensure seamless integration and compatibility across various backend systems and data sources.",know_7f50f67b8d86,,,
Angular,1,0.75,0.75,in-b2a73f3ed5db96fc,LLM,Legacy Web Development,Decline,-0.4,0.19655421,0.0,"Together, we create meaningful impact; for our clients, our communities, and each other. The Opportunity: At Equitable, our focus is on making a meaningful impact in the lives of Canadians by putting clients at the heart of everything we do.
If you’re selected to move forward, our Talent Acquisition team will walk you through all the details of our total rewards program, so you know exactly what’s included.
This position is available due to an existing vacancy.
In our caring and collaborative environment, your curiosity is encouraged, your passion is recognized, and your contributions truly matter.
Your base pay will be based on your skills, qualifications, experience, and education.
If you need accommodations or alternative formats at any stage, just reach out to us at careers@equitable.ca, we’re happy to help.
At Equitable, we’re committed to fair pay and an inclusive, accessible hiring experience.
As part of the recruitment process, candidates may be asked to complete an assessment and will be required to undergo background screening, in accordance with company policy.
You will work in our office in Waterloo, ON a minimum of two (2 ) assigned, consecutive days every other week, plus a fifth (5th) assigned day per month.
We're dedicated to inclusive and accessible hiring practices.
Join one of the Waterloo Area’s Top Employers for 2025 and Southwestern Ontario’s Top Employers for 2024 and be part of something that matters. Position Title: Intermediate Technology Specialist, Digital Developer Reports To: Senior Technology Manager, Digital Department: IT Individual Wealth Term: Temporary Full -Time, Twelve (12 ) Month Contract Work Arrangements: This is a hybrid role.
Join one of the Waterloo Area’s Top Employers for 2025 and Southwestern Ontario’s Top Employers for 2024 and be part of something that matters.
Your work will be part of changing the way Equitable helps clients get the help they need when they need it most.
Your team is a diverse band of talented, engaged, and fun professionals who thrive on finding a better way.
We work using a wide variety of web and mobile possibilities using .NET, React, Angular, HTML5, CSS3 and other evolving technologies.
Work directly with key leaders to understand their business needs, advise them on how technology can support their strategies, and build innovative responses to today’s problems and tomorrow’s opportunities.
Put your knowledge of the latest technologies to work creating solutions to some of the insurance industry’s toughest challenges.
If you're looking for purpose -driven work in a collaborative and inclusive environment where your voice is heard, and your growth is encouraged we’d love to connect.
We lead with empathy, act with intention, stay curious, and support one another every step of the way.
At Equitable, we believe work should be a place where you feel supported, inspired, and empowered to grow.
If you require accommodations or alternative formats, please contact us at careers@equitable.ca. #LI -Hybrid",know_c31c335ef372,,,
predictive maintenance,1,0.75,0.75,in-da1eee9312990cd0,LLM,Routine Maintenance Coding,Decline,-0.3,0.46248472,-0.1387454152107238,"This role is central to our data -driven maintenance strategy, focusing on Data Engineering and Power BI to deliver critical insights and decision support for our core operations.
Your work will directly influence preventive, condition -based, and predictive maintenance regimes.
You will take ownership of existing data solutions, enhance their reliability and performance, and build new data pipelines and dashboards that empower engineers to act faster and with greater confidence.
We leverage vast amounts of data from laser measurement systems, photo imaging, IoT sensors, and maintenance records to identify defect trends, drive proactive maintenance, and continuously improve our network.
Senior/Executive, Ops Analysis & Technology Job Purpose Our railway infrastructure, including tracks, tunnels, and viaducts, undergoes routine inspection and monitoring to ensure the highest standards of safety and reliability.",know_ecb18776ebbe,,,
Win32,1,0.75,0.75,in-fb45f01ebbc2a223,LLM,Routine Maintenance Coding,Decline,-0.3,0.13478048,0.0,"A delivery -focused Intune engineer who can deploy | migrate | package applications | troubleshoot | and stabilize Intune and co -managed environments.
Detection rules | requirements | dependencies | and supersedence.
Implement and operate SCCM Intune co -management | including workload migration.
Manage Windows 10 11 devices in cloud -native and hybrid environments.
Configure Intune configuration profiles | compliance policies | and security baselines.
Microsoft Endpoint or M365 certifications.
Migrate applications from SCCM to Intune.
Nice to Have: Intune management of iOS Android devices.
Manage device lifecycle including provisioning | patching | compliance | and retirement.
Configure Windows Update for Business via Intune.
Integrate Intune with Entra ID | Defender for Endpoint | and Conditional Access.
Provide L3 L4 support for Intune and application deployment issues.
Create operational documentation and SOPs.
Win32 (.intunewin) | MSI | EXE | PowerShell -based deployments.
Application Packaging (Mandatory): Strong hands -on experience with Intune application packaging and deployment.
Enterprise -scale Intune migration experience.
Implement and support Windows Autopilot (AAD Join Hybrid Join).
Key Responsibilities: Microsoft Intune & Endpoint Management: Deploy | manage | and support Microsoft Intune as the primary endpoint management platform.
PowerShell scripting for automation and remediation.
Troubleshoot Intune application deployment failures.
Required Skills & Experience: Experience 7 years of experience in Windows endpoint management.
Strong hands -on expertise in Microsoft Intune (mandatory).
Proven experience with SCCMIntune co -management and Intune -only deployments.
Strong knowledge of Windows 10 11 | Entra ID | Autopilot | and WUfB.
Excellent Intune application packaging experience.
The ideal candidate must have excellent Intune application packaging experience and be capable of deploying | migrating | and supporting modern endpoint management solutions.
Role: Intune Modern Endpoint Management Engineer (SCCM Co -Management) Location : Calgary , Ab Role Summary: We are looking for a hands -on Intune specialist with strong experience in SCCM Intune co -management and full Intune environments.",know_a99913111481,,,
property development,1,0.75,0.75,in-a48e951226650184,LLM,Routine Maintenance Coding,Decline,-0.3,0.25542554,0.0,"You will oversee the management of architects, consultants and professional partners within the McCarthy Stone framework, ensuring strong performance, collaboration and accountability across all development partners.
We are proud to have been certified as a Great Place to Work 2022 as well as making the Great Place to Work Wellbeing list!
Through your leadership, you will ensure the consistent delivery of high -quality retirement communities that support McCarthy Stone’s mission to create safe, attractive and well -designed places where people can live independently and enjoy later life. What we are looking for We are seeking an experienced development leader who brings strong strategic thinking, commercial acumen and exceptional stakeholder management skills.
We help our customers have a better later life, so they feel more connected, recognised and valued than ever.
We welcome applications from all, regardless of personal characteristics or background. All applications will be reviewed as soon as they are received, and we hold the right to appoint before the closing date. #LI -DNI As the UK’s leading developer and manager of retirement communities, we provide high quality homes to exacting specifications.
You will also play an important role in supporting the evolution of how we deliver our developments, helping to embed Modern Methods of Construction (MMC), including Light Gauge Steel (LGS) systems, where appropriate to improve build efficiency, sustainability and programme certainty.
You will lead the regional development function, ensuring the portfolio progresses in accordance with programme, investment strategy and quality standards.
About You Are you a strategic development leader with the ability to turn vision into exceptional places to live?
Do you thrive on delivering complex development programmes that balance commercial performance, thoughtful design and community impact?
At McCarthy Stone, we are redefining retirement living.
As the UK’s leading developer and manager of retirement communities, we are committed to creating high -quality homes that enable older people to live independently, happily and with a strong sense of community.
We are looking for an experienced Development Director to lead our North Development team and drive the successful delivery of a portfolio of retirement living developments.
Working closely with colleagues across land, planning, design, construction and sales, you will ensure developments are commercially viable, technically robust and aligned with our customer proposition.
You might currently be a Development Director or Head of Development within housebuilding, property development or construction.
This is a rare and exciting opportunity to play a pivotal role in shaping innovative housing solutions that enrich the lives of our customers.
As part of our commitment to innovation and efficiency, experience or interest in Modern Methods of Construction (MMC) - particularly Light Gauge Steel (LGS) construction systems - would be highly advantageous.
We are continually exploring smarter, more sustainable ways to deliver high -quality developments, and this role will play a key part in supporting that evolution.
You will bring strong leadership, commercial acumen and a passion for delivering high -quality developments that stand the test of time.
We believe in championing the role, wellbeing and happiness of older people in society.
You will oversee the progression of multiple retirement living developments from acquisition through planning, design development and construction, ensuring projects are delivered safely, efficiently and in line with our commercial objectives.
What sets you apart is your ability to combine strategic thinking with operational delivery, leading multidisciplinary teams and external partners to deliver developments that meet commercial, technical and design excellence.
As of November 2021, McCarthy Stone operates 475 developments across the UK for more than 20,000 people.",know_e4623a83f457,,,
progressive die,1,0.75,0.75,in-17ecef6aa8580020,LLM,Legacy Web Development,Decline,-0.4,0.20363997,0.0,"You will actively participate in design work, including owning some CAD & performing analysis, simulation, calculation, testing, etc.
About Fellow - At Fellow, we're on a mission to help people brew ridiculously good coffee at home.
But we're more than just beautifully designed kettles and grinders—we're a brand built on innovation, community, and culture.
We believe great coffee isn't just about the final cup; it's about the experience, the ritual, and the people who make it all happen. This role is based in our office in San Francisco, CA and is required to be in -office 4 -days per week.
Availability for regular evening calls with team members and partners in Asia is required as well as occasional travel to these locations (once to twice a quarter). Who You Are - As a Product Design Engineer, Electrics (Lead), you will play a pivotal role in leading the Product engineering and design efforts for some programs, as we expand our lineup of home appliances - such as precision coffee makers, grinders, and kettles.
You will help drive the design, development, and iteration of hardware products from concept through production, ensuring that they meet the highest standards of functionality, user experience, and design appeal.
You will work closely and drive cross -functional teams including industrial design, electrical engineers, software developers, operations, vendors/suppliers, and contract manufacturing partners, to deliver world -class products.
Facilitate communication both internally and externally.
Enthusiastic.
Thrives in a fast environment. Experience with packaging electronics and related challenges. Experience with mechanism design Mechatronics experience including selecting, qualifying and integrating sensors, actuators, valves, etc. Experience with heat transfer applications and thermal management Experience with multiple mechanical fabrication processes (injection molding, overmolding, compression molding, LSR, progressive die & deep draw sheet metal, extrusion, die caste, CNC, etc) Able to manage large CAD databases.
We are committed to building diverse teams and strongly encourage people from underrepresented groups, including but not limited to women, people of color, LGBTQIA + individuals, people with disabilities, members of ethnic minorities, foreign -born residents, and veterans to apply. Fellow is an equal opportunity employer.
Applicants will not be discriminated against because of race, color, creed, sex, sexual orientation, gender identity, gender expression, age, religion, national origin, citizenship status, disability, ancestry, marital status, veteran status, medical condition or any protected category prohibited by local, state or federal laws.",know_4db3f7071e42,,,
program management,1,0.75,0.75,in-ffcc36a373d8599a,LLM,Routine Maintenance Coding,Decline,-0.3,0.3915469,-0.1174640715122222,"KBR strives to create a safer, more secure and sustainable world by bringing together the best and brightest to deliver technologies and solutions that help our customers accomplish their most critical missions and objectives. The Mission Ahead This role is with KBR’s Government Solutions U.S. division.
At KBR Government Solutions, we don't just envision a world that's safer, more secure, and sustainable - we create it.
As stewards of critical missions for the Department of Defense, Intelligence Community, NASA, and other key federal entities, we excel in engineering, logistics, operations, science, program management, mission IT, and cybersecurity.
Our solutions help ensure mission success on land, air, sea, space and cyberspace for the Department of Defense, Intelligence Community, NASA and other federal agencies.
KBR is recruiting full -time Model -Based Systems Engineering (MBSE) Interns for the summer term.
MBSE is the formalized application of modeling to support system requirements, design, analysis, verification and validation.
Who We Are KBR Government Solutions delivers full life cycle professional and technical solutions that improve operational readiness and drive innovation.
At KBR, Model -Based Systems Engineers support government customers in engineering design, acquisitions, and education and training.
Government Secret Security Clearance. Basic Compensation: $19 .00 - $31 .00 per hour (This range is for the Colorado area only).
The offered rate will be based on the selected candidate’s knowledge, skills, abilities and/or experience and in consideration of internal parity.
Belong, Connect and Grow at KBR At KBR, we are passionate about our people and our Zero Harm culture.
KBR is an equal opportunity employer.
All qualified applicants will receive consideration for employment without regard to race, color, religion, disability, sex, sexual orientation, gender identity or expression, age, national origin, veteran status, genetic information, union status and/or beliefs, or any other characteristic protected by federal, state, or local law.
KBR’s areas of expertise include engineering, logistics, operations, science, program management, mission IT and cybersecurity.
Our legacy of delivering advanced full life cycle professional and technical solutions is matched only by our commitment to operational readiness and innovation.",know_8b9aeb484dd7,,,
financial reporting,2,0.75,0.75,in-06b5e96976a3f626,LLM,Routine Data Entry & Clerical,Decline,-0.6,0.19812497,0.0,"Accounting Generalist (Term Position) = This is a term position to October 15, 2026 . Banff Centre for Arts and Creativity aims to inspire everyone who attends our campus – artists, leaders, and thinkers – to unleash their creative potential.
We acknowledge, with deep respect and gratitude, our home on the side of Sacred Buffalo Guardian Mountain.
In the spirit of respect and truth, we honour and acknowledge the Banff area, known as “Minhrpa” (translated in Stoney Nakoda as “the waterfalls”) and the Treaty 7 territory and oral practices of the Îyârhe Nakoda (Stoney Nakoda) – comprised of the Bearspaw, Chiniki, and Goodstoney Nations – as well as the Tsuut’ina First Nation and the Blackfoot Confederacy comprised of the Siksika, Piikani, Kainai.
We acknowledge that this territory is home to the Shuswap Nations, Ktunaxa Nations, and Metis Nation of Alberta, Rockyview District 4 .
We acknowledge all Nations who live, work, and play, help us steward this land, and honour and celebrate this place. The Opportunity - As an administrative and financial services specialist, the Accounting Generalist is an important part of our finance team.
Working with the Manager, Accounting and Financial Reporting, you'll provide information to Banff Centre staff on financial policies, as well as ensuring the smooth running of the department.
Commitment to Diversity Banff Centre for Arts and Creativity is committed to creating an equitable, diverse, and inclusive campus for students, faculty, staff and visitors.
Guided by our values, Banff Centre is rooted in Alberta with provincial, national and global impact.
Our strength arises from inclusion; the diversity of people, ideas, perspectives, and cultural backgrounds in our work and team.
We encourage women; First Nations, Métis and Inuit persons; members of visible minority groups; persons with disabilities; persons of any sexual orientation or gender identity and expression to apply.
Privacy Statement Banff Centre is a public body pursuant to the Protection of Privacy Act (Alberta) (“POPA”) and the Access to Information Act (“ATIA”).
All of your personal information collected by Banff Centre, including personal information collected through third -party contractors or platforms, in relation to the creation of your candidate profile and submission of a job application, is collected pursuant to section 4(c) of POPA for the purpose of administering your candidate profile, evaluating your eligibility for a position(s) at Banff Centre, and communicating with you about your application.
If you have any questions about the collection, use or protection of this information, please contact the Privacy Coordinator at privacy@banffcentre.ca, 107 Tunnel Mountain Drive, Box 1200, Banff Alberta, T1L 1H5, 403 .762 .6100 .
Your personal information may be disclosed, as required, pursuant to ATIA or other applicable law, to satisfy reporting requirements, or for statistical, funding, planning or research purposes.",know_cc130c7e8056,,,
client data,1,0.75,0.75,in-bae8b479625db1b2,LLM,Routine Data Entry & Clerical,Decline,-0.6,0.22793543,0.0,"Founded by HR professionals, Businessolver's unwavering service -oriented culture and secure SaaS platform provide measurable success in its mission to provide complete client delight. A Brief Overview Responsible for safeguarding company networks and computer systems from any security threats or attacks by establishing and implementing security solutions that defend our networking assets.
We've built a multi -layered screening process designed to identify top talent and ensure the integrity of every hire.
Since 1998, Businessolver has delivered market -changing benefits technology and services supported by an intrinsic responsiveness to client needs.
The company creates client programs that maximize benefits program investment, minimize risk exposure, and engage employees with easy -to -use solutions and communication tools to assist them in making wise and cost -efficient benefits selections.
We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. #LI -Remote
Serve as a liaison with the information security team on security and privacy matters. Equal Opportunity at Businessolver: Businessolver is an Affirmative Action and Equal Opportunity Employer and is proud to offer equal employment opportunity to everyone regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity, veteran status, and more.
Responsible for driving adoption and compliance with information security and privacy practices.
We train our employees to maintain leading class security practices and expect all employees to adhere to policy, procedures and controls. (Applicable to all roles at an AVP, DIR, VP, Head Of or SVP and above level): Serve as a security contact for the business unit.
These steps aren't just about compliance, they're about ensuring fairness, safety, and trust for everyone involved. Put simply: we will always confirm that you are who you say you are. It's just one of the many ways we uphold the standards that matter most, to you, to us, and to the people we serve. With heart, The Businessolver Recruiting Team Businessolver is committed to maintaining an environment that protects client data.
This includes quickly filtering out individuals who may attempt to misrepresent themselves or act in bad faith. We also partner with trusted, best -in -class providers to conduct background checks, verify identities, and confirm references.",know_e64eb180f832,,,
content/data integration,1,0.75,0.75,in-2bf49c3826340f07,LLM,Routine Data Entry & Clerical,Decline,-0.6,0.3480451,-0.2088270664215087,"Come join us! Location: Singapore Reports to: Global Head of Broker Relations About the Team: The Broker Relations Team, which is responsible for developing and managing relationships within the global sell -side research community, sits within AlphaSense's Content Team, which is responsible for identifying, creating, licensing and integrating best -in -class content/data.
We value and uphold transparency, trust and accountability in our relationships within the team as well as with internal and external stakeholders. About the Role: AlphaSense seeks an individual to grow its sell -side content collection within APAC.",know_fa975c19d7a4,,,
pharmacy operations,1,0.75,0.75,in-b4af93f913150cac,LLM,Routine Data Entry & Clerical,Decline,-0.6,0.29028493,0.0,"NICE TO HAVE: Understanding of group benefits, insurance industry, and health and benefits administration. Demonstrated success in managing client issues and relationships, some experience in growing relationships with current clients. Bilingualism (French/English) THE CULTURE We believe a career should be meaningful.
Our mission is to create better health for all Canadians, and we know that starts with our employees. THE ROLE IN A NUTSHELL Base Salary: $59,688 .00 - $91,109 .00 Reporting to the Manager, Clinical Services & Operations, the Business & Data Analyst, will be a key member of GSC’s Pharmacy Operations team.",know_dc1d002464b4,,,
formatters,1,0.75,0.75,in-431768e5d2264d2d,LLM,Routine Data Entry & Clerical,Decline,-0.6,0.17707872,0.0,"Familiarity with React Native, related tools (Metro, Hermes), and bridging between JavaScript and native code.
Refactoring and upgrading the codebase to pay down tech debt, keep up with the state of the art in web development, and drive progress toward better maintainability.
What you have: 3 + years of working with JavaScript tools and the Node.js ecosystem.
Familiarity with and a desire to work across multiple programming languages (generally including JavaScript/TypeScript, Python, Rust, Kotlin, Go, and Swift).
Relocation assistance may be available.The US base salary range for this full -time position is $196,000 to $220,500 + equity + benefits.
Candidates must reside in or be willing to relocate to the San Francisco Bay Area (Alameda, Contra Costa, Marin, Napa, San Francisco, San Mateo, Santa Clara, Solano, and Sonoma counties).
Experience with CI/CD orchestration, Cloudflare workers, cloud storage providers, and other application deployment processes.
Experience developing and maintaining CLI tools and packages in JavaScript.
A strong sense for writing maintainable code and deliberately documenting for the future.
Understanding of all of the tools involved in frontend development and how they work together.
Bonus Points: Familiarity and experience with localization in frontend applications.
Digging deep into bundlers, linters, formatters, editor plugins, and more to optimize their performance, adopt and test new features early on, and continuously improve the experience for the developers using them.
Experience with directly maintaining or writing plugins for tools like bundlers, linters, or formatters in any language.
Writing new and unique tools based on the specific needs of Discord’s frontend projects to make everything Just Work.
Becoming an expert in JavaScript tooling and serving as a resource to help teams solve any and all problems they encounter during development.
What You'll Be Doing: Building and maintaining the tools, pipelines, and processes that keep frontend development at Discord fast, safe, and reliable.
As a Senior Software Engineer on this team, you will continuously improve our build tooling, developer workflows, and infrastructure - affecting the productivity of every frontend engineer at Discord and ultimately every user interaction on the platform!
This team also owns the localization and translation systems that power the strings and copy found across all of our apps and platforms.
Through developing and operating foundational JavaScript build systems - including linters, bundlers, package managers, and CI/CD automation - our work allows internal developers to ship features quickly and safely while ensuring optimal performance, correctness, and developer ergonomics.
These systems support hundreds of engineers daily, process thousands of builds and deployments, and enable rapid feature delivery through robust tooling infrastructure.
We are focused on making it easier and more fun for people to talk and hang out before, during, and after playing games.Our Web Platform team is responsible for building and maintaining the critical systems that power Discord's frontend development across web, desktop, and mobile platforms.",know_a00497b39f55,,,
